안성시청 공공저작물 권리확인 요청 목록 (단순데이터),,,,,,,,,,,,,,,,,,,
순번,사이트명,게시판 진입 과정,게시판명,게시물 제목,URL,등록일,기존 공공누리 유형,,개방여부,공공누리유형,,검토불가,단순/업무/비보호,제3자 권리,이미지/첨부파일,초상권,개인정보,의견,비고
35955,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,죽산 도시관리계획(도시계획시설(도로: 소로1-5호선)) 결정(변경)(안) 열람공고,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50907&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
35956,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,안성 도시관리계획(도시계획시설(도로: 소로2-170호선)) 결정(변경)(안) 열람공고,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50906&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
35957,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,보상계획 공고(사곡-토현간 도로확포장공사),https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50913&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
35958,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,"환경오염물질 배출시설(대기,소음진동) 허가취소 (직권폐쇄) 사전통지(청문알림) 공시송달 공고",https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50963&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
35959,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,2022년 경기도 청소년 생활장학금 추가 접수 안내,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50973&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
35960,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,안성시 일반산업단지 관리업무 민간위탁 선정 공고,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50970&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
35961,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,사업자등록 폐업에 따른 영업등록사항 직권말소 공시송달 공고,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50969&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
35962,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,2022년 공동주택 경비・청소 노동자 휴게시설 개선 지원사업 완료 공고[동남],https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50976&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
35963,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,농업생산기반시설(금광면 오흥리 938번지) 사용허가 신청에 따른 관계 주민 의견 청취 공고,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50983&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
35964,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,"서운 신촌 도시계획시설(도로: 소로2-1호선, 소로2-6호선) 실시계획(변경)인가 고시",https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50923&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
35965,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,도로지정공고[장인O],https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50948&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
35966,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,원곡 산하3지구 도시계획시설(도로: 중로1-2호선 외4개 노선)사업시행자 지정 및 실시계획인가 열람공고,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50895&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
35967,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,도로지정공고[(주)선우OOO],https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50962&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
35968,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,안성 미디어센터 민간위탁기관 선정결과 공고,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50946&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
35969,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,전문건설업 행정처분(영업정지) 공고,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50950&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
35970,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,「부동산소유권 특별조치법」확인서 발급신청 사실 통지 반송에 따른 공시송달 공고(13차),https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50956&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
35971,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,제안서 평가위원 공개모집 공고[유휴공간 문화재생 기본계획 및 공간구성 수립 용역],https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50940&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
35972,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,전략 및 소규모 환경영향평가 평가항목 등의 결정내용 공개 공고[미양 마산2지구 도시관리계획 결정(변경)(안)],https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50937&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
35973,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,안성시 안성맞춤시장 커뮤니티공간 위탁운영자 모집 재공고,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50944&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
35974,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,담배소매인 폐업에 따른 신규 신청 공고,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50955&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
35975,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,2023년도 청년농업인 아이디어 사업화 공모사업 신청자 공모,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50958&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
35976,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,주민등록 무단전출자 직권조치 결과공고,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50945&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
35977,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,전문건설업 신규등록 공고,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50961&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
35978,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,공도 승두 도시계획시설(도로: 소로2-23호선)사업시행자 지정 및 실시계획인가 열람공고,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50891&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
35979,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,전략환경영향평가 평가항목 등의 결정내용 공개 공고[삼죽 미장지구 도시관리계획 결정(변경)(안)],https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50915&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
35980,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,전략환경영향평가에 대한 주민 등의 의견수렴 결과 및 반영여부 공개 공고[죽산 두교2지구 도시관리계획 결정(변경)(안)],https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50914&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
35981,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,전략환경영향평가 평가항목 등의 결정내용 공개 공고[안성 중리1지구 도시관리계획(지구단위계획) 결정(변경)(안)],https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50897&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
35982,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,금광 도시관리계획[도시계획시설(교통시설: 주차장)] 결정(변경)(안) 열람공고,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50896&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
35983,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,안성 아양도로(대로3-1호선외1) 개설공사 (교량)특정공법 제안 공고,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50952&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
35984,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,아프리카돼지열병 발생에 따른 일시 이동중지 명령,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50942&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
35985,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,2022년 공동주택관리비용 지원사업 완료 공고[금화아파트],https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50926&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
35986,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,주민등록 무단전출자 직권조치 결과 공고,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50927&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
35987,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,식품위생법 위반업소 청문실시 통지 공시송달 공고,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50929&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
35988,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,"안전관리계획서 검토 및 안전점검 수행기관 지정 공고[오상O, 오승O(당왕동 438-6)]",https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50920&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
35989,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,장애인전용주차구역 주차위반 과태료 부과 통지서 반송분 공시송달,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50904&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
35990,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,2022년 공동주택 경비・청소 노동자 휴게시설 개선 지원사업 완료 공고[시티프라디움],https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50931&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
35991,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,"건축공사 안전점검 수행기관 지정 공고[케이디로직(주), 두교리102-1]",https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50930&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
35992,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,안성시 시민감사관 모집 공고,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50919&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
35993,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,일죽 방초 도시계획시설(가스공급설비) 사업시행자 지정 및 실시계획인가 고시,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50833&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
35994,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,죽산 도시계획시설(체육시설: 골프장) 실시계획인가(변경) 고시,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50832&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
35995,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,보전산지 지정해제 고시(타용도 전용),https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50899&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
35996,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,주택건설사업계획(변경)승인 고시[라송산업(주)],https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50917&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
35997,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,건설업 폐업신고에 의한 등록말소 공고,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50909&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
35998,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,도로노선 (변경)지정 공고(동막-옥정간 도로확포장공사),https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50854&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
35999,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,새마을소득사업 융자 체납금 체납고지서 공시송달 공고,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50918&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
36000,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,2022년 안성맞춤 마을공동체 마을기록 공모사업 심사결과 공고,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50902&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
36001,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,상속인 없는 재산의 청산 공고(이윤균),https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50889&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
36002,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,"공도 도시관리계획[용도지역, 도시계획시설(학교-가칭: 공도1초중)]결정(변경)(안) 열람공고",https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50876&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
36003,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,"공도 마정 도시계획시설(도로: 소로3-42호선, 중로2-4호선) 실시계획(변경)인가 열람공고",https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50873&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
36004,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,도로지정공고[임형석],https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50912&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
36005,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,농업생산기반시설(미양면 강덕리 325번지 외 1필지) 사용허가(명의변경) 신청에 따른 관계 주민 의견 청취 공고,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50898&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
36006,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,2022년 5월 지방소득세 고지서 출력 위탁처리 공고,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50893&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
36007,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,도로지정공고[오상O 외1],https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50886&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
36008,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,임차인 신고에 의한 거주불명등록 직권조치결과 공고,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50894&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
36009,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,농업생산기반시설(삼죽면 덕산리 739-2번지) 사용허가 신청에 따른 관계 주민 의견 청취 공고,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50887&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
36010,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,안성시 미양면 신기리 초원연립주택 신축공사,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50884&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
36011,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,2022년 양성면 주민자치센터 강사 모집 공고,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50892&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
36012,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,소유자 사망후 상속이전 미이행 차량 운행정지명령 공고,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50900&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
36013,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,2022년 농촌지도 시범사업 재공고(농업인 소규모 창업기술 시범사업),https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50874&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
36014,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,2022년 맞춤형 노인일자리사업(사회서비스형 선도모델) 신규사업 및 수행기관 선정 결과 공고,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50855&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
36015,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,사업자등록 폐업에 따른 영업등록사항 직권말소 공시송달 공도,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50862&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
36016,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,안성 도시계획시설(주차장: 4호) 실시계획인가(변경) 고시,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50802&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
36017,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,도로명주소 고시 (고시20차),https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50860&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
36018,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,안성시 주거복지 지원 조례 제정안 입법예고,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50861&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
36019,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,농업생산기반시설(죽산면 두교리 892번지) 사용허가 신청에 따른 관계 주민 의견 청취 공고,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50883&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
36020,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,도로지정 공고[박치현],https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50881&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
36021,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,안성시 저온유통체계 구축지원사업 대상자 모집공고,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50845&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
36022,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,2022 경기도・안성시 공공미술 프로젝트 실행 작가팀 선정결과 공고,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50866&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
36023,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,농업생산기반시설(금광면 상중리 532번지) 사용허가(변경) 신청에 따른 관계 주민 의견 청취 공고,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50850&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
36024,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,2022년 안성시 노인복지증진 공모사업 공고,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50880&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
36025,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,농업생산기반시설(양성면 구장리 268-2번지) 사용허가 신청에 따른 관계 주민 의견 청취 공고,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50885&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
36026,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,농업생산기반시설(삼죽면 덕산리 754번지) 사용허가 신청에 따른 관계 주민 의견 청취 공고,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50882&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
36027,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,주민등록 무단전출자 직권조치 결과 공고,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50867&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
36028,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,건설산업기본법 위반 행정처분(과태료) 공고,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50864&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
36029,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,자동차관리법 위반 과태료처분 사전통지 반송에 따른 공시송달,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50879&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
36030,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,농업생산기반시설(금광면 장죽리 661번지) 사용허가(변경) 신청에 따른 관계 주민 의견 청취 공고,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50868&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
36031,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,2022년 솔잎혹파리 무인항공(드론) 방제사업 시행 공고,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50863&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
36032,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,안성시 수도정비기본계획(변경) 고시,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50841&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
36033,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,안성형 동네방네 프로젝트 마을배움터 모집 공고,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50826&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
36034,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,농업생산기반시설(일죽면 화곡리 879번지) 사용허가 신청에 따른 관계 주민 의견 청취 공고,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50837&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
36035,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,"양성 도곡3지구 도시관리계획(용도지역, 도시계획시설, 산업유통형 지구단위계획) 결정(변경) 및 지형도면 고시",https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50811&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
36036,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,농업생산기반시설(고삼면 월향리 795번지) 사용허가 신청에 따른 관계 주민 의견 청취 공고,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50836&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
36037,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,친환경자동차법 위반에 따른 과태료 부과 사전통지 반송분 공시송달 공고,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50840&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
36038,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,자동차 멸실말소 등록 예고 공시송달 공고(2022-5),https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50848&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
36039,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,미양 보체 도시계획시설(가스공급설비)공사완료 공고,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50809&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
36040,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,농업생산기반시설(고삼면 쌍지리 1137번지) 사용허가 신청에 따른 관계 주민 의견 청취 공고,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50846&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
36041,안성시청,HOME > 안성소식 > 시정정보 > 고시/공고,고시/공고,주민등록 신규발급 공시송달 공고,https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50843&mId=0401040000,,4유형,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
