순번,대분류,중분류,기관명,사이트명,카테고리,이름,설명,등록일,수량,기존 공공누리 유형,최종 공공누리 유형,계약서 유무,비고,저작물명,,유형,디지털형태,설명,주제어,언어,제작일,,계약서,저작권자,,공동저작자,저작인접권자,공개유형,저작물성,비보호저작물,업무상저작물,상업적이용허락,저작재산권,,,,,,,공동저작자동의,유효기간,,초상권
59,영상,교육,국제방송교류재단,아리랑국제방송,TV,Ep.10 Saying the Days & Explaining the Weather,K-Chat: Conversing in Korean,2023-11-17 00:00:00,1,미부착,제4유형,무,,Ep.10 Saying the Days & Explaining the Weather,,영상,영상,,방송,영어/한국어,,2023-11-17 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2093-11-17 00:00:00,,
60,영상,교육,국제방송교류재단,아리랑국제방송,TV,Ep.9 Don’t Want to VS Can’t & Explaining Reasons,K-Chat: Conversing in Korean,2023-11-16 00:00:00,1,미부착,제4유형,무,,Ep.9 Don’t Want to VS Can’t & Explaining Reasons,,영상,영상,,방송,영어/한국어,,2023-11-16 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2093-11-16 00:00:00,,
61,영상,교육,국제방송교류재단,아리랑국제방송,TV,Ep.8 Introducing Family & Informal and Honorific Speech,K-Chat: Conversing in Korean,2023-11-15 00:00:00,1,미부착,제4유형,무,,Ep.8 Introducing Family & Informal and Honorific Speech,,영상,영상,,방송,영어/한국어,,2023-11-15 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2093-11-15 00:00:00,,
62,영상,교육,국제방송교류재단,아리랑국제방송,TV,Ep.7 Using Public Transportation & Finding Your Way,K-Chat: Conversing in Korean,2023-11-14 00:00:00,1,미부착,제4유형,무,,Ep.7 Using Public Transportation & Finding Your Way,,영상,영상,,방송,영어/한국어,,2023-11-14 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2093-11-14 00:00:00,,
63,영상,교육,국제방송교류재단,아리랑국제방송,TV,Ep.6 Explaining Hobbies & Inviting to Dinner,K-Chat: Conversing in Korean,2023-11-13 00:00:00,1,미부착,제4유형,무,,Ep.6 Explaining Hobbies & Inviting to Dinner,,영상,영상,,방송,영어/한국어,,2023-11-13 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2093-11-13 00:00:00,,
64,영상,경제/산업/일상,국제방송교류재단,아리랑국제방송,TV,"Ep.1 Providing air purification & sterilization solutions, A.Virtual",K-Tech Green Solutions 2024,2024-06-17 00:00:00,1,미부착,제4유형,무,,"Ep.1 Providing air purification & sterilization solutions, A.Virtual",,영상,영상,,방송,영어/한국어,,2024-06-17 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-06-17 00:00:00,,
65,영상,경제/산업/일상,국제방송교류재단,아리랑국제방송,TV,Ep.14 ‘HANDOK ENG’ is an environmental company that is specialized in the field of wastewater and air pollution treatment,K-Tech Green Solutions 2024,2023-06-29 00:00:00,1,미부착,제4유형,무,,Ep.14 ‘HANDOK ENG’ is an environmental company that is specialized in the field of wastewater and air pollution treatment,,영상,영상,,방송,영어/한국어,,2023-06-29 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2093-06-29 00:00:00,,
66,영상,경제/산업/일상,국제방송교류재단,아리랑국제방송,TV,"Ep.13 ‘Korea Comprehensive Plant’, an environmental specialist company",K-Tech Green Solutions 2024,2023-06-28 00:00:00,1,미부착,제4유형,무,,"Ep.13 ‘Korea Comprehensive Plant’, an environmental specialist company",,영상,영상,,방송,영어/한국어,,2023-06-28 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2093-06-28 00:00:00,,
67,영상,경제/산업/일상,국제방송교류재단,아리랑국제방송,TV,"Ep.12 ‘P&I HUMAN KOREA’, a company specialized in the water and sewage and environment technology development",K-Tech Green Solutions 2024,2023-06-27 00:00:00,1,미부착,제4유형,무,,"Ep.12 ‘P&I HUMAN KOREA’, a company specialized in the water and sewage and environment technology development",,영상,영상,,방송,영어/한국어,,2023-06-27 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2093-06-27 00:00:00,,
68,영상,경제/산업/일상,국제방송교류재단,아리랑국제방송,TV,"Ep.11 ‘TESTONIC’, a company that manufactures mat automatically inhaling fine dust.",K-Tech Green Solutions 2024,2023-06-26 00:00:00,1,미부착,제4유형,무,,"Ep.11 ‘TESTONIC’, a company that manufactures mat automatically inhaling fine dust.",,영상,영상,,방송,영어/한국어,,2023-06-26 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2093-06-26 00:00:00,,
69,영상,경제/산업/일상,국제방송교류재단,아리랑국제방송,TV,"Ep.10 ‘Clean air Tech’, producing a clean and safe working environment without dust.",K-Tech Green Solutions 2024,2023-06-23 00:00:00,1,미부착,제4유형,무,,"Ep.10 ‘Clean air Tech’, producing a clean and safe working environment without dust.",,영상,영상,,방송,영어/한국어,,2023-06-23 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2093-06-23 00:00:00,,
70,영상,경제/산업/일상,국제방송교류재단,아리랑국제방송,TV,"Ep.9 ‘Kentek’, a company creating new standards for air pollution.",K-Tech Green Solutions 2024,2023-06-22 00:00:00,1,미부착,제4유형,무,,"Ep.9 ‘Kentek’, a company creating new standards for air pollution.",,영상,영상,,방송,영어/한국어,,2023-06-22 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2093-06-22 00:00:00,,
71,영상,경제/산업/일상,국제방송교류재단,아리랑국제방송,TV,Ep.8 EUCNC is a company specialized in producing eco-friendly coatings that save energy.,K-Tech Green Solutions 2024,2023-06-21 00:00:00,1,미부착,제4유형,무,,Ep.8 EUCNC is a company specialized in producing eco-friendly coatings that save energy.,,영상,영상,,방송,영어/한국어,,2023-06-21 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2093-06-21 00:00:00,,
72,영상,경제/산업/일상,국제방송교류재단,아리랑국제방송,TV,"Ep.7 ‘HRM’, an IT-based comprehensive environmental company which disposes the waste more transparent and competitive.",K-Tech Green Solutions 2024,2023-06-20 00:00:00,1,미부착,제4유형,무,,"Ep.7 ‘HRM’, an IT-based comprehensive environmental company which disposes the waste more transparent and competitive.",,영상,영상,,방송,영어/한국어,,2023-06-20 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2093-06-20 00:00:00,,
73,영상,경제/산업/일상,국제방송교류재단,아리랑국제방송,TV,Ep.6 Ceracomb is a company that strives to improve the environment,K-Tech Green Solutions 2024,2023-06-19 00:00:00,1,미부착,제4유형,무,,Ep.6 Ceracomb is a company that strives to improve the environment,,영상,영상,,방송,영어/한국어,,2023-06-19 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2093-06-19 00:00:00,,
74,영상,교육 ,국제방송교류재단,아리랑국제방송,TV,Peace Insight Ep.401,Peace Insight,2024-06-08 00:00:00,1,미부착,제4유형,무,,Peace Insight Ep.401,,영상,영상,,방송,영어/한국어,,2024-06-08 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-06-08 00:00:00,,
75,영상,교육 ,국제방송교류재단,아리랑국제방송,TV,Peace Insight Ep.400,Peace Insight,2024-06-01 00:00:00,1,미부착,제4유형,무,,Peace Insight Ep.400,,영상,영상,,방송,영어/한국어,,2024-06-01 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-06-01 00:00:00,,
76,영상,교육 ,국제방송교류재단,아리랑국제방송,TV,Peace Insight Ep.399,Peace Insight,2024-05-25 00:00:00,1,미부착,제4유형,무,,Peace Insight Ep.399,,영상,영상,,방송,영어/한국어,,2024-05-25 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-05-25 00:00:00,,
77,영상,교육 ,국제방송교류재단,아리랑국제방송,TV,Peace Insight Ep.398,Peace Insight,2024-05-18 00:00:00,1,미부착,제4유형,무,,Peace Insight Ep.398,,영상,영상,,방송,영어/한국어,,2024-05-18 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-05-18 00:00:00,,
78,영상,교육 ,국제방송교류재단,아리랑국제방송,TV,Peace Insight Ep.397,Peace Insight,2024-05-11 00:00:00,1,미부착,제4유형,무,,Peace Insight Ep.397,,영상,영상,,방송,영어/한국어,,2024-05-11 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-05-11 00:00:00,,
79,영상,교육 ,국제방송교류재단,아리랑국제방송,TV,Peace Insight Ep.396,Peace Insight,2024-05-04 00:00:00,1,미부착,제4유형,무,,Peace Insight Ep.396,,영상,영상,,방송,영어/한국어,,2024-05-04 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-05-04 00:00:00,,
80,영상,교육 ,국제방송교류재단,아리랑국제방송,TV,Peace Insight Ep.395,Peace Insight,2024-04-27 00:00:00,1,미부착,제4유형,무,,Peace Insight Ep.395,,영상,영상,,방송,영어/한국어,,2024-04-27 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-04-27 00:00:00,,
81,영상,교육 ,국제방송교류재단,아리랑국제방송,TV,Peace Insight Ep.394,Peace Insight,2024-04-20 00:00:00,1,미부착,제4유형,무,,Peace Insight Ep.394,,영상,영상,,방송,영어/한국어,,2024-04-20 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-04-20 00:00:00,,
82,영상,교육 ,국제방송교류재단,아리랑국제방송,TV,Peace Insight Ep.393,Peace Insight,2024-04-13 00:00:00,1,미부착,제4유형,무,,Peace Insight Ep.393,,영상,영상,,방송,영어/한국어,,2024-04-13 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-04-13 00:00:00,,
83,영상,교육 ,국제방송교류재단,아리랑국제방송,TV,Peace Insight Ep.392,Peace Insight,2024-04-06 00:00:00,1,미부착,제4유형,무,,Peace Insight Ep.392,,영상,영상,,방송,영어/한국어,,2024-04-06 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-04-06 00:00:00,,
84,영상,예술,국제방송교류재단,아리랑국제방송,TV,Ep.22 3 Musicians 3 Colors 'Conductor Project Work-in-Process Showcase’,PerformArts Reload,2023-09-27 00:00:00,1,미부착,제4유형,무,,Ep.22 3 Musicians 3 Colors 'Conductor Project Work-in-Process Showcase’,,영상,영상,,방송,영어/한국어,,2023-09-27 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2093-09-27 00:00:00,,
85,영상,예술,국제방송교류재단,아리랑국제방송,TV,Ep.20 Korea Military Song Choir “Hero”,PerformArts Reload,2023-08-30 00:00:00,1,미부착,제4유형,무,,Ep.20 Korea Military Song Choir “Hero”,,영상,영상,,방송,영어/한국어,,2023-08-30 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2093-08-30 00:00:00,,
86,영상,예술,국제방송교류재단,아리랑국제방송,TV,Ep.19 The birth of Jeonju Bibimbap! Musical “Joseon’s Chef Court Lady Han”,PerformArts Reload,2023-08-09 00:00:00,1,미부착,제4유형,무,,Ep.19 The birth of Jeonju Bibimbap! Musical “Joseon’s Chef Court Lady Han”,,영상,영상,,방송,영어/한국어,,2023-08-09 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2093-08-09 00:00:00,,
87,영상,예술,국제방송교류재단,아리랑국제방송,TV,Ep.18 Creative Musical Dance and Opera on one stage! “Dancing Carmen”,PerformArts Reload,2023-07-19 00:00:00,1,미부착,제4유형,무,,Ep.18 Creative Musical Dance and Opera on one stage! “Dancing Carmen”,,영상,영상,,방송,영어/한국어,,2023-07-19 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2093-07-19 00:00:00,,
88,영상,예술,국제방송교류재단,아리랑국제방송,TV,"Ep.17 Creative Musical “Ari Arari,” based on Jeongseon Arirang",PerformArts Reload,2023-07-12 00:00:00,1,미부착,제4유형,무,,"Ep.17 Creative Musical “Ari Arari,” based on Jeongseon Arirang",,영상,영상,,방송,영어/한국어,,2023-07-12 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2093-07-12 00:00:00,,
89,영상,예술,국제방송교류재단,아리랑국제방송,TV,Ep.16 The Dance of Joseon Dynasty Regional Government Offices Come Alive! The National Gugak Center’s “Gyobangjeongjae”,PerformArts Reload,2023-06-14 00:00:00,1,미부착,제4유형,무,,Ep.16 The Dance of Joseon Dynasty Regional Government Offices Come Alive! The National Gugak Center’s “Gyobangjeongjae”,,영상,영상,,방송,영어/한국어,,2023-06-14 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2093-06-14 00:00:00,,
90,영상,예술,국제방송교류재단,아리랑국제방송,TV,"Ep.15 Three Versions of Don Quixote, “Vamonos! Don Quixote”",PerformArts Reload,2023-05-31 00:00:00,1,미부착,제4유형,무,,"Ep.15 Three Versions of Don Quixote, “Vamonos! Don Quixote”",,영상,영상,,방송,영어/한국어,,2023-05-31 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2093-05-31 00:00:00,,
91,영상,예술,국제방송교류재단,아리랑국제방송,TV,"Ep.14 Busan National Gugak Center's special performance ‘You're here, Yeonhee!‘",PerformArts Reload,2023-05-10 00:00:00,1,미부착,제4유형,무,,"Ep.14 Busan National Gugak Center's special performance ‘You're here, Yeonhee!‘",,영상,영상,,방송,영어/한국어,,2023-05-10 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2093-05-10 00:00:00,,
92,영상,예술,국제방송교류재단,아리랑국제방송,TV,"Ep.13 Jongmyo Jeryeak, Ritual Music for Royal Ancestors",PerformArts Reload,2023-04-26 00:00:00,1,미부착,제4유형,무,,"Ep.13 Jongmyo Jeryeak, Ritual Music for Royal Ancestors",,영상,영상,,방송,영어/한국어,,2023-04-26 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2093-04-26 00:00:00,,
93,영상,예술,국제방송교류재단,아리랑국제방송,TV,Ep.12 SOUND&COLOR,PerformArts Reload,2023-04-12 00:00:00,1,미부착,제4유형,무,,Ep.12 SOUND&COLOR,,영상,영상,,방송,영어/한국어,,2023-04-12 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2093-04-12 00:00:00,,
94,영상,예술,국제방송교류재단,아리랑국제방송,TV,Ep.26 - WHIB(휘브) / W24(더블유투웬티포),SECRET TOUR,2024-06-10 00:00:00,1,미부착,제4유형,무,,Ep.26 - WHIB(휘브) / W24(더블유투웬티포),,영상,영상,,방송,영어/한국어,,2024-06-10 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-06-10 00:00:00,,
95,영상,예술,국제방송교류재단,아리랑국제방송,TV,Ep.25 - 82MAJOR(에이티투메이저) / E'LAST(엘라스트),SECRET TOUR,2024-05-27 00:00:00,1,미부착,제4유형,무,,Ep.25 - 82MAJOR(에이티투메이저) / E'LAST(엘라스트),,영상,영상,,방송,영어/한국어,,2024-05-27 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-05-27 00:00:00,,
96,영상,예술,국제방송교류재단,아리랑국제방송,TV,Ep.24 - The KingDom (더킹덤) / YOUNITE (유나이트),SECRET TOUR,2024-05-13 00:00:00,1,미부착,제4유형,무,,Ep.24 - The KingDom (더킹덤) / YOUNITE (유나이트),,영상,영상,,방송,영어/한국어,,2024-05-13 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-05-13 00:00:00,,
97,영상,예술,국제방송교류재단,아리랑국제방송,TV,Ep.23 - NOWADAYS (나우어데이즈 / RESCENE (리센느),SECRET TOUR,2024-04-29 00:00:00,1,미부착,제4유형,무,,Ep.23 - NOWADAYS (나우어데이즈 / RESCENE (리센느),,영상,영상,,방송,영어/한국어,,2024-04-29 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-04-29 00:00:00,,
98,영상,예술,국제방송교류재단,아리랑국제방송,TV,Ep.22 - VVUP (비비업 / DRIPPIN (드리핀),SECRET TOUR,2024-04-15 00:00:00,1,미부착,제4유형,무,,Ep.22 - VVUP (비비업 / DRIPPIN (드리핀),,영상,영상,,방송,영어/한국어,,2024-04-15 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-04-15 00:00:00,,
99,영상,예술,국제방송교류재단,아리랑국제방송,TV,Ep.21 - XODIAC (소디엑) / LUN8 (루네이트),SECRET TOUR,2024-03-25 00:00:00,1,미부착,제4유형,무,,Ep.21 - XODIAC (소디엑) / LUN8 (루네이트),,영상,영상,,방송,영어/한국어,,2024-03-25 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-03-25 00:00:00,,
100,영상,예술,국제방송교류재단,아리랑국제방송,TV,Ep.20 - A.C.E (에이스) / X:IN (엑신),SECRET TOUR,2024-03-11 00:00:00,1,미부착,제4유형,무,,Ep.20 - A.C.E (에이스) / X:IN (엑신),,영상,영상,,방송,영어/한국어,,2024-03-11 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-03-11 00:00:00,,
101,영상,예술,국제방송교류재단,아리랑국제방송,TV,Ep.19 - DXMON (다이몬) / ALL(H)OURS (올아워즈),SECRET TOUR,2024-02-26 00:00:00,1,미부착,제4유형,무,,Ep.19 - DXMON (다이몬) / ALL(H)OURS (올아워즈),,영상,영상,,방송,영어/한국어,,2024-02-26 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-02-26 00:00:00,,
102,영상,예술,국제방송교류재단,아리랑국제방송,TV,Ep.18 - OnlyOneOf (온리원오브) / TRENDZ (트렌드지),SECRET TOUR,2024-02-05 00:00:00,1,미부착,제4유형,무,,Ep.18 - OnlyOneOf (온리원오브) / TRENDZ (트렌드지),,영상,영상,,방송,영어/한국어,,2024-02-05 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-02-05 00:00:00,,
103,영상,예술,국제방송교류재단,아리랑국제방송,TV,Ep.17 - ONE PACT (원팩트) / SECRET NUMBER (시크릿넘버),SECRET TOUR,2023-12-18 00:00:00,1,미부착,제4유형,무,,Ep.17 - ONE PACT (원팩트) / SECRET NUMBER (시크릿넘버),,영상,영상,,방송,영어/한국어,,2023-12-18 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2093-12-18 00:00:00,,
104,영상,예술,국제방송교류재단,아리랑국제방송,TV,Ep.618,Simply K-Pop CON-TOUR,2024-06-14 00:00:00,1,미부착,제4유형,무,,Ep.618,,영상,영상,,방송,영어/한국어,,2024-06-14 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-06-14 00:00:00,,
105,영상,예술,국제방송교류재단,아리랑국제방송,TV,Ep.617,Simply K-Pop CON-TOUR,2024-06-07 00:00:00,1,미부착,제4유형,무,,Ep.617,,영상,영상,,방송,영어/한국어,,2024-06-07 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-06-07 00:00:00,,
